sim_index,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,dominant_theta,gene
1807,28.31395403,62.08266537,35.78385034,49.32428656,49.08502505,49.89750157,48.82064269,49.31254098,45.80582229,50.94862321,0.203156697,0.159665295,0.074668562,0.181186556,0.188294916,0.193027974,theta_0,NCU07874
1808,34.17939359,62.0954339,50.79620973,49.47001579,57.41728128,50.46363292,50.69628157,48.65175871,56.81052482,50.54061091,0.071437187,0.135600623,0.503209254,0.098710632,0.097279233,0.093763071,theta_2,NCU04210
1809,61.59700098,37.47457429,41.00527376,50.04799562,55.36118367,50.36370524,48.3132253,46.49038592,58.37175181,50.84440453,0.129287557,0.160112458,0.112323248,0.187372824,0.20137191,0.209532003,theta_5,NCU09122
1810,59.25873659,41.58160976,53.9802596,49.35905965,56.00009236,49.99245271,49.97767218,52.44525746,56.1998301,50.48545582,0.038826991,0.190381386,0.293453351,0.174836266,0.156935706,0.145566301,theta_2,NCU06902
1811,63.1731426,33.26838053,50.06386688,50.23675923,55.27098487,50.15431092,51.89130911,46.51819997,58.80073826,48.94350164,0.060139056,0.184847724,0.273473499,0.169726516,0.163425077,0.148388127,theta_2,NCU08864
1812,40.97066787,54.53404094,46.20144013,51.06342135,53.81068293,50.49934606,51.54217831,46.89857184,57.79075502,50.51432474,0.049048897,0.161293647,0.066399921,0.243306671,0.235665183,0.244285681,theta_5,NCU02061
1813,34.45779308,15.66345645,31.83957162,50.31925639,53.20415165,49.85007144,45.69888071,46.6610101,54.95111381,51.2981864,0.689688746,0.033640305,0.018744419,0.074776034,0.08182277,0.101327726,theta_0,NCU02325
1814,39.66511686,63.08241096,41.35198661,49.95238914,54.28853615,49.94446369,49.4427553,49.55915643,56.40900056,50.19089202,0.239762681,0.151077878,0.101233081,0.173860196,0.175343535,0.158722629,theta_0,NCU01342
1815,61.61213067,34.507135,49.66136691,49.83049198,57.86082674,50.62280633,51.5206786,51.13412206,51.56894036,50.52547047,0.100956777,0.169948751,0.122338191,0.205028213,0.197171562,0.204556506,theta_3,NCU02813
1816,56.56992251,48.77841524,47.99397608,50.97973272,62.65004552,50.81479417,44.45042141,45.23762012,62.00811043,49.94006943,0.185790551,0.160995083,0.122259465,0.187930488,0.179366311,0.163658102,theta_3,NCU09666
1817,53.39157736,48.95989983,46.87792933,50.07056201,60.63482236,50.07829067,46.57031244,49.33359441,60.54027455,50.88357862,0.040667468,0.219374815,0.232745836,0.174953825,0.169874173,0.162383883,theta_2,NCU08616
1818,58.10925517,47.64064167,44.96503121,50.26332874,62.39328845,50.28991263,44.26734306,44.37802986,60.8898181,50.17712946,0.27718062,0.121330542,0.06448843,0.163555023,0.183433408,0.190011977,theta_0,NCU01516
1819,25.04359107,36.37901798,39.92028442,50.76869381,56.85009397,50.13968826,45.42789256,46.44489933,46.48037452,49.9947499,0.433929646,0.049885481,0.016008648,0.140592724,0.165896447,0.193687053,theta_0,NCU04331
1820,66.10415222,2.200653851,15.61553645,50.92344227,51.53461179,49.38884354,41.84106445,41.10082322,47.31068163,50.2587095,0.912845289,0.016742408,0.010431598,0.019051424,0.021230451,0.019698829,theta_0,NCU05605
1821,57.78706509,48.23199398,42.51882428,50.28027734,63.8600754,50.15505165,44.86712468,45.31735804,61.01501685,49.48429472,0.162398834,0.169222788,0.182037692,0.167102908,0.160517995,0.158719783,theta_2,NCU09790
1822,61.93195717,29.44437707,50.64756915,50.20764796,63.81724039,48.99567379,46.36213526,46.22978258,62.96380664,49.63427848,0.092017229,0.18699618,0.184038986,0.17688268,0.179367838,0.180697086,theta_1,NCU08170
1823,28.28526492,20.5284377,28.999007,50.30080168,52.69415467,50.6056713,45.07174888,47.60227671,38.49112176,50.38912571,0.640440038,0.032693042,0.012500983,0.089032888,0.10817991,0.117153139,theta_0,NCU02250
1824,56.69624983,46.22567563,38.61407041,48.44796793,62.22285808,50.57539724,48.05818981,49.43874311,60.61588762,49.42415585,0.141530653,0.159031772,0.100602924,0.207072162,0.198848774,0.192913715,theta_3,NCU01307
1825,46.95543322,54.07011542,55.90292368,49.75569994,47.35901083,49.4716467,51.44232263,50.91448325,56.73606715,51.009515,0.043109998,0.227578809,0.240482351,0.169056846,0.155010864,0.164761131,theta_2,NCU01312
1826,38.55346852,60.04223286,40.24732179,50.075432,52.81446584,49.25927919,48.75301181,49.94076536,58.39422645,50.19739856,0.408026956,0.099978134,0.040989757,0.141198224,0.155609884,0.154197046,theta_0,NCU00923
1827,59.81324985,39.68556646,45.94201373,49.64841932,44.48187239,50.14877896,53.32057757,52.33872791,52.4942122,50.86833382,0.102955438,0.177259042,0.111789507,0.197165982,0.19624786,0.214582171,theta_5,NCU06150
1828,62.81495828,32.55443195,48.11241502,49.76880085,48.66670434,48.66584108,53.73631123,51.02901498,52.29697732,49.87759303,0.122877634,0.177836019,0.189460236,0.161829486,0.174265159,0.173731466,theta_2,NCU03613
1829,64.30820921,31.19822148,49.04910186,49.66370301,53.77751699,51.01881133,49.50724867,48.08864328,59.01375883,49.27449198,0.114988404,0.16862691,0.147583378,0.186167914,0.191914262,0.190719132,theta_4,NCU05147
1830,57.39336957,37.39651499,48.01847531,49.59573387,66.12643328,50.1504314,46.07778539,42.4127931,63.75210425,50.48426663,0.071084621,0.194448368,0.16037671,0.195074784,0.194019287,0.18499623,theta_3,NCU02226
1831,48.84739598,57.70331669,35.83417653,50.51326146,53.3579653,50.31293348,43.10214334,45.77222446,56.21880636,49.86700237,0.137397535,0.146920146,0.074960904,0.191368082,0.225282199,0.224071133,theta_4,NCU02571
1832,12.57966597,66.38129696,50.74265416,50.70161194,58.9508247,50.08465328,47.65702887,49.31007957,53.168654,50.67595157,0.230606929,0.076282068,0.018755038,0.190954683,0.226244372,0.25715691,theta_5,NCU02765
1833,43.17292805,57.53529771,0.103954457,49.69509904,0.267093923,50.5442136,47.89300222,44.39808599,38.60814918,50.63116638,0.788544503,0.034245003,0.016175705,0.049358777,0.053006435,0.058669576,theta_0,NCU00936
1834,58.44317123,43.96215486,44.95649464,50.307972,53.48041746,49.09147276,47.43943601,47.95056824,59.27931159,50.2207229,0.055942593,0.196588751,0.168702734,0.199544678,0.193053832,0.186167412,theta_3,NCU07180
1835,47.6157116,59.33055646,51.70468314,50.62736281,36.2308177,50.02214532,50.34917555,53.57481651,53.26139504,49.81028757,0.207386511,0.159621254,0.275710794,0.119476108,0.120148169,0.117657164,theta_2,NCU08284
1836,61.67162528,32.26111257,41.65297463,49.42690448,49.13769197,50.27548809,46.57181138,46.25624535,62.40032623,50.57372639,0.08033601,0.184462156,0.148029484,0.207020617,0.195137779,0.185013953,theta_3,NCU00626
1837,55.47289681,48.89428483,44.03517406,50.10213395,64.89205448,49.02922955,48.08343838,48.76887529,57.62387058,50.26832028,0.140900772,0.170331283,0.130230089,0.189840185,0.183154111,0.185543561,theta_3,NCU07584
1838,56.71839756,42.4074959,52.86891216,49.01054943,55.85030838,50.32776727,47.50316689,48.74750997,57.2938818,48.9551786,0.059049399,0.193667869,0.144980414,0.211174754,0.197975341,0.193152224,theta_3,NCU05873
1839,59.31610553,38.38526647,52.75791583,49.26766258,55.18194209,49.28438761,45.76664025,49.97978744,61.39983047,49.18843925,0.072662984,0.190182904,0.148562678,0.205931287,0.191259154,0.191400993,theta_3,NCU08641
1840,47.13810291,50.96856675,49.95564048,50.32250557,49.33877599,50.59387479,47.25493704,47.76104987,57.72518859,49.54168376,0.029060818,0.152376151,0.072591662,0.287246787,0.230335185,0.228389396,theta_3,NCU04195
1841,13.0166293,62.76078648,55.29092492,49.21602489,38.55763381,50.59282964,49.5829771,54.16903128,51.24680916,49.95525285,0.011416899,0.127840833,0.599701971,0.08353355,0.085555583,0.091951164,theta_2,NCU02858
1842,60.90230752,37.22450193,48.45055586,49.3455435,59.81089002,50.03828156,49.24362526,45.7002691,60.38098031,49.9369325,0.086805274,0.183723467,0.190317871,0.185946289,0.180657174,0.172549926,theta_2,NCU08507
1843,57.19825449,47.619012,52.99062308,49.50225206,54.65012543,50.55605666,46.91589394,44.73932762,57.97517144,48.59653748,0.10666244,0.187467135,0.193574585,0.169996502,0.1756572,0.166642138,theta_2,NCU01965
1844,59.7399411,39.66127519,49.68424566,50.97748031,54.57021287,50.31573028,48.71219139,52.32092707,55.16929828,49.12827753,0.054732605,0.188881021,0.313468226,0.149289899,0.148125375,0.145502874,theta_2,NCU06487
1845,60.86530615,45.62299297,51.16743327,50.71929427,54.96460397,50.12216391,48.47060851,50.19358556,56.2544807,48.83213986,0.214139005,0.154908263,0.121341314,0.163721893,0.168045123,0.177844402,theta_0,NCU06745
1846,27.562554,61.37712856,41.16418849,50.607547,61.61741604,51.39927559,53.23951279,49.74845421,58.15962035,50.65447197,0.366236571,0.102295197,0.035355231,0.155140695,0.155999782,0.184972524,theta_0,NCU03192
1847,33.49362988,0.66153694,45.85983688,49.09764393,63.73122586,49.73671613,47.5849022,43.88892121,68.05790703,50.50419394,0.954265042,0.007738491,0.005883156,0.009968046,0.012339125,0.00980614,theta_0,NCU06412
1848,24.63765493,60.31355732,40.56717159,50.2585658,56.40953027,49.72213354,47.60605074,48.90903632,51.49969219,50.21877222,0.329426757,0.062311341,0.0157584,0.168944066,0.193998848,0.229560588,theta_0,NCU06464
1849,20.44254264,59.88511788,54.92572409,49.76684257,51.20715997,49.33255239,51.4457941,51.4130478,51.7746248,49.96757643,0.019489799,0.149785044,0.501555025,0.110002318,0.106891164,0.11227665,theta_2,NCU08914
1850,57.9970307,48.02987172,47.05759804,50.58430504,54.14031974,50.12811566,49.89131759,49.65315193,55.44971828,51.53734124,0.152396382,0.174459692,0.166448164,0.164345061,0.172680139,0.169670562,theta_1,NCU02609
1851,27.80125439,31.73715772,32.91108412,49.18490336,57.42069362,49.82163298,48.3600364,48.76279662,45.44231032,50.61218578,0.533656852,0.042636731,0.013910395,0.11434712,0.139281,0.156167902,theta_0,NCU07914
1852,60.94262534,36.50929771,48.90905532,50.38808983,60.48587202,49.54643006,47.62260828,47.42843372,58.11548466,49.07577029,0.076902275,0.189840495,0.135552777,0.207788917,0.203332694,0.186582842,theta_3,NCU02519
1853,3.513942262,0.596592332,46.76824829,50.31718696,61.55443764,49.92351205,30.37058667,60.23776991,57.60020163,50.11719496,0.887152236,0.020832932,0.018985664,0.022618349,0.024485021,0.025925797,theta_0,NCU06375
1854,24.12921387,33.65444625,42.39955483,49.21933892,56.74559933,50.39230672,42.31169379,48.03235005,50.94829042,49.14880256,0.46323578,0.046491885,0.013230951,0.119764732,0.168269583,0.189007068,theta_0,NCU01808
1855,54.14552185,47.22742967,43.62049536,50.50783063,61.94908302,50.5212483,47.33769333,46.47632592,60.80621007,49.26120214,0.106265226,0.137508756,0.065488937,0.214131756,0.225517136,0.25108819,theta_5,NCU00195
1856,39.28185224,57.40374916,54.55166895,49.93215851,52.24763999,50.51473922,51.84794853,52.74710261,54.89472845,50.47372019,0.035849491,0.126904791,0.565790513,0.084518747,0.091555537,0.09538092,theta_2,NCU06529
1857,32.72294825,64.77269974,45.06150549,49.41349211,61.76061875,50.64875668,48.63597126,44.97424868,58.62714226,49.27808443,0.308691126,0.127103069,0.245680375,0.107782096,0.106599805,0.104143529,theta_0,NCU07783
1858,38.40201846,59.41060812,34.83015761,49.76313271,61.21977169,50.93161376,44.8970877,42.08601589,60.20316262,49.76932138,0.616961469,0.072405329,0.050434964,0.090760679,0.084851035,0.084586526,theta_0,NCU04079
1859,29.67230203,62.80147876,63.45352306,50.15678335,48.03462536,49.40025134,52.98232005,55.98585844,43.58543804,49.82876456,0.406986262,0.132805612,0.128798627,0.103588501,0.113959114,0.113861884,theta_0,NCU05449
1860,49.06829884,47.82705107,48.3371302,50.27147861,54.58063708,49.75396139,47.5372101,45.78103231,54.44521712,49.19673679,0.058794858,0.162643887,0.085301547,0.22501072,0.233938257,0.234310731,theta_5,NCU02686
1861,8.478860973,2.105833761,44.06591552,50.17076999,62.12354393,50.09063828,31.27248349,49.52297716,61.09150111,48.89586059,0.937895615,0.010652196,0.023221016,0.008084623,0.010316487,0.009830062,theta_0,NCU01223
1862,61.76145622,43.75957721,54.60432721,50.48558976,57.61921735,49.65824643,46.13356458,47.91350949,65.61001009,50.51425423,0.222156445,0.128781915,0.07214163,0.173094235,0.18530976,0.218516015,theta_0,NCU02807
1863,43.26739479,57.83480761,51.04911413,50.58175047,62.05518903,50.08119303,48.05399078,51.56518028,59.66393336,49.863499,0.126072097,0.177630717,0.092247146,0.193189052,0.208567884,0.202293104,theta_4,NCU01801
1864,59.87893025,39.58068205,40.64168952,49.80403257,48.43100511,50.16322452,49.48541267,45.95788202,58.37932236,50.02712368,0.107895002,0.184280553,0.127732169,0.195216442,0.189380579,0.195495255,theta_5,NCU02175
1865,20.45246287,67.00356362,44.65025016,49.07808158,55.25836432,48.62261724,43.35541269,42.06401205,53.57989435,50.85858712,0.052638716,0.097981977,0.024583028,0.24682132,0.267785299,0.310189659,theta_5,NCU08658
1866,63.40920406,33.8706673,41.50818008,49.22270148,58.44765633,49.3561734,49.05882761,46.83680374,60.89102365,49.304713,0.118288568,0.16880775,0.11975999,0.198365054,0.198620856,0.196157782,theta_4,NCU04988
1867,42.31350324,60.63915473,23.24608274,49.04016191,48.20378072,50.08753338,46.71373873,47.41869713,50.36789357,50.18636661,0.277649694,0.10673849,0.041214624,0.168389489,0.198276682,0.20773102,theta_0,NCU08892
1868,47.2904052,57.86659376,39.06634758,50.43104965,62.04814403,48.90451774,45.66546361,47.18467805,62.41570269,49.6620471,0.559433255,0.06017973,0.020560744,0.108386317,0.118199302,0.133240652,theta_0,NCU00446
1869,23.6435721,63.25835739,37.41007893,50.22362697,54.67293556,49.38178387,48.57582526,44.82367114,57.28069136,50.16942941,0.217932332,0.081238864,0.022447022,0.184270914,0.219249425,0.274861443,theta_5,NCU02124
1870,58.62541486,43.37778874,54.50013619,49.26508321,58.40376954,51.00952802,48.97764493,50.02066883,57.02919887,49.01712424,0.057970712,0.201875762,0.158860637,0.198190919,0.192006962,0.191095008,theta_1,NCU09688
1871,61.33825828,40.55420788,41.2024855,49.36942208,59.76813799,50.17727124,46.94811693,50.02289347,61.20054987,50.64454756,0.39064612,0.108878118,0.05913596,0.136445293,0.143251006,0.161643503,theta_0,NCU00253
1872,23.82363606,62.80243757,1.458676165,50.63556727,0.33338982,50.00107711,45.50196617,42.7943107,69.45893441,50.44028509,0.45622749,0.036774978,0.428593339,0.025680366,0.024303305,0.028420522,theta_0,NCU03506
1873,51.85396127,53.03942364,48.90582031,49.31753156,59.83462565,50.22286635,47.01261173,47.1656656,57.8127323,50.99896693,0.202383398,0.126742831,0.063346092,0.191046817,0.208953658,0.207527205,theta_4,NCU06713
1874,47.32421028,58.51085088,44.80683967,50.24547349,61.90922967,50.09107473,45.07066431,46.36237617,59.95707577,49.30251367,0.234530101,0.136050159,0.088437987,0.171607981,0.174867228,0.194506544,theta_0,NCU00213
1875,48.45160642,3.213250492,39.63580134,48.58333559,62.30242772,51.19960092,50.52527433,48.10679796,56.7499167,50.68064264,0.751088786,0.04855086,0.048641007,0.054501536,0.048625434,0.048592377,theta_0,NCU08859
1876,39.87000946,60.68490775,40.21107829,50.39670001,64.82280273,50.08338595,45.91142604,41.48003086,64.37538277,50.17750253,0.239025696,0.116142402,0.04538909,0.176186903,0.197856087,0.225399822,theta_0,NCU06751
1877,53.96574002,52.89436488,34.14067715,50.76583029,54.9034357,48.88019649,49.13979126,44.33208738,48.79699556,49.52267807,0.180623466,0.152815799,0.121980324,0.172061705,0.18722869,0.185290016,theta_4,NCU08579
1878,49.92900111,56.43324628,32.84604495,49.30531897,51.8386213,49.46436593,42.87881718,43.28077493,57.51132745,50.22177255,0.165034959,0.144472299,0.081960654,0.199329419,0.205973093,0.203229577,theta_4,NCU02434
1879,54.50794252,52.33491252,41.03940418,50.26516365,60.00766609,50.5517207,50.4843527,49.34961443,57.0734399,49.43053804,0.154234576,0.148484248,0.080528711,0.197672632,0.213480908,0.205598924,theta_4,NCU09042
1880,57.96461663,49.27182539,42.92794887,49.72129875,59.97308312,49.90617307,45.04827599,45.96466444,61.19227908,50.48912695,0.140575432,0.182981719,0.187557199,0.161511714,0.167921403,0.159452534,theta_2,NCU07379
1881,66.03386766,26.74485079,44.48735792,49.7917673,57.40603249,50.39409867,48.63993072,44.70758766,65.17845821,50.07510246,0.090275675,0.17696266,0.151988287,0.204629998,0.185886467,0.190256913,theta_3,NCU02792
1882,15.06892746,63.86907766,49.08194037,50.37090082,52.98952515,49.77952494,42.7332828,46.90644291,59.4028913,49.91453895,0.106513902,0.110555031,0.030789733,0.228417946,0.247729414,0.275993975,theta_5,NCU09129
1883,50.99743364,52.55952569,35.01626204,50.28412276,42.88694685,50.18181442,44.91259551,46.83555002,60.56368257,49.85437659,0.09481129,0.150383456,0.07325471,0.217546203,0.222937852,0.241066489,theta_5,NCU02001
1884,48.05056265,52.05364186,50.16926498,50.21052388,52.3421526,50.59965842,53.09293637,50.77916914,53.73814211,49.87745954,0.028795115,0.190007693,0.364586857,0.144556179,0.139411063,0.132643092,theta_2,NCU09100
1885,60.72841181,42.96096057,36.2875547,50.41780499,54.01860535,49.63708546,45.95354833,45.81014496,54.05771448,51.47576779,0.134109821,0.167792779,0.103986132,0.195889137,0.20007351,0.198148621,theta_4,NCU06344
1886,24.2063694,58.05520026,52.856342,49.46988268,54.59031188,50.67369326,52.31213067,47.95656407,55.1372628,50.08891692,0.061128793,0.124949391,0.048634021,0.204940112,0.243743899,0.316603783,theta_5,NCU03766
1887,49.4637276,50.94738083,58.66114889,49.62234654,43.5651883,50.46822882,51.89424709,51.01444366,55.34350922,50.12390953,0.106849856,0.169258679,0.118098151,0.19073364,0.199688461,0.215371215,theta_5,NCU06142
1888,46.13624023,56.6930017,47.35334169,50.77720796,61.29563712,51.46345421,50.1694188,50.6566458,60.71680467,50.74689297,0.152007301,0.185899646,0.137306268,0.162113007,0.180649009,0.182024769,theta_1,NCU03898
1889,42.57953918,3.238404537,34.37920326,50.42340899,50.56753081,51.30885932,35.51407617,40.13032312,56.36916966,51.03929999,0.915710596,0.009106773,0.001914167,0.021359659,0.024671751,0.027237054,theta_0,NCU01427
1890,59.25349916,39.32192629,47.26593819,50.26327316,56.2713506,50.41634253,49.7145628,50.49397638,59.93855533,47.99589009,0.086804639,0.16523547,0.114105982,0.207875569,0.216656023,0.209322316,theta_4,NCU07872
1891,40.94339567,39.33058873,52.6075815,49.80921147,54.19181805,50.86367363,52.67952593,51.22952998,58.15279987,49.81504173,0.484432766,0.07441074,0.022053613,0.107565667,0.139021004,0.172516211,theta_0,NCU01517
1892,21.79374939,67.81268254,43.26197088,50.86389362,63.64940961,50.83658564,43.06773893,44.31401815,60.79684748,50.43783476,0.35844308,0.09577205,0.048856684,0.183238349,0.166044398,0.147645439,theta_0,NCU09136
1893,52.08603814,53.90458927,37.37563551,49.13058911,57.53935012,50.50346219,38.92959318,43.31539604,58.80945971,50.22553211,0.109360819,0.17449809,0.113157449,0.202080711,0.203730662,0.197172269,theta_4,NCU03303
1894,58.06750243,40.13339789,28.34694803,48.25918199,62.83886134,51.1899811,40.68611215,40.23530449,64.54825255,50.26862095,0.089534902,0.175689957,0.10701628,0.205457443,0.211811997,0.210489421,theta_4,NCU05749
1895,56.22025827,42.24792495,53.28494431,49.39042914,61.65298593,50.14221589,48.1560878,46.82471276,61.92256876,49.54256142,0.062149724,0.1905981,0.126667003,0.215742923,0.20300949,0.201832761,theta_3,NCU07565
1896,32.14562288,66.63591464,40.53828632,50.20631787,56.76102142,50.002287,47.43661247,48.05527429,57.46710511,51.12712563,0.332268802,0.097459957,0.033440985,0.150694952,0.173662008,0.212473296,theta_0,NCU04368
1897,53.36011955,47.83106169,55.29502942,49.78527743,59.34697093,50.90201499,49.72619246,50.77562318,56.66770181,50.02150198,0.041270194,0.214232884,0.208011672,0.186591723,0.17768956,0.172203968,theta_1,NCU05695
1898,19.21957444,65.90350467,52.96449372,50.79474935,60.6158674,50.01666604,43.64488704,44.8932608,57.5097308,49.61210096,0.182522978,0.159281805,0.118515723,0.168882898,0.180901296,0.1898953,theta_5,NCU07367
1899,53.40039543,49.88670458,44.99029765,49.96039369,62.70581292,49.88021673,49.30457491,43.2214097,61.86846088,50.3702627,0.106357214,0.174862959,0.114748391,0.190741957,0.202383557,0.210905923,theta_5,NCU06672
1900,50.48760494,51.17586762,0.081860547,49.68337166,0.197314216,50.18979968,37.24291611,38.2718074,57.00137295,50.24583492,0.384957939,0.128411269,0.120050707,0.123319847,0.120121613,0.123138624,theta_0,NCU07589
1901,49.01712502,57.37037547,33.19706501,49.8943357,56.06852682,49.50278972,48.39128273,43.11758522,57.52544233,49.34861949,0.368884415,0.09198616,0.033802219,0.160803082,0.156959386,0.187564738,theta_0,NCU06136
1902,53.28618728,53.86419991,34.76783159,49.48475671,64.8035911,50.52490362,44.5024165,43.17026756,58.45920655,49.45721758,0.24963812,0.142727551,0.150224072,0.152848916,0.150837424,0.153723917,theta_0,NCU01301
1903,57.49767319,49.29473725,33.65130362,50.34416783,61.56921672,50.66761082,47.32977218,45.8917847,60.14810695,49.98486834,0.119324338,0.149582187,0.090888999,0.209863654,0.212365088,0.217975734,theta_5,NCU00177
1904,58.0137099,41.17686189,48.5069695,48.86339786,55.6584951,50.48786431,46.71238901,47.64615582,59.2411478,50.8141661,0.069046399,0.185793851,0.163939075,0.19011679,0.199108006,0.191995879,theta_4,NCU06545
1905,65.05588956,30.65473328,51.12067821,49.16229591,57.65709131,49.79747964,49.1387091,53.41394359,58.44978711,50.38366296,0.184583891,0.157104253,0.149093088,0.167607235,0.171923639,0.169687895,theta_0,NCU08194
1906,11.02496821,64.41051095,52.51408752,50.49394998,56.47341937,50.71335122,48.57184567,48.34900551,57.23352651,50.62892382,0.27223901,0.087873239,0.02481113,0.18819132,0.202827803,0.224057497,theta_0,NCU01317
1907,54.48924772,51.69093706,40.46907643,49.62598579,60.66404126,50.06460952,47.23185604,48.5412076,61.3873767,50.70084231,0.143058965,0.189779245,0.170120217,0.162131116,0.166889807,0.16802065,theta_1,NCU06574
1908,63.09068395,34.68524373,32.37909089,51.34859739,51.9685923,49.11017093,47.99322761,49.23333949,60.93537623,49.82241522,0.125327071,0.172215028,0.152583786,0.187310966,0.186030108,0.176533042,theta_3,NCU04300
1909,46.40389408,58.49687145,39.93378364,51.04867441,53.16728817,49.48267782,45.16850146,47.90186792,56.77567069,49.46769134,0.242781369,0.105016656,0.034228308,0.178874891,0.198539534,0.240559242,theta_0,NCU08227
1910,60.62534414,39.58502872,44.62690066,49.11582907,54.67483864,50.63020036,44.89037057,46.85071539,60.32006583,49.36910321,0.087442915,0.167692772,0.277746091,0.163294845,0.158307616,0.14551576,theta_2,NCU09924
1911,59.2874417,36.28953866,47.10352133,49.04668815,58.59334897,49.09010594,51.01638606,48.84719681,59.26138931,49.97465769,0.089361986,0.161027903,0.108754412,0.218922396,0.219436216,0.202497086,theta_4,NCU06310
1912,23.52985648,58.82383809,59.31704913,49.02911544,48.13439569,49.89905088,50.77620439,52.45016765,52.63050646,50.30748428,0.037558129,0.184152699,0.318215048,0.154411227,0.14958865,0.156074247,theta_2,NCU01696
1913,10.24711028,63.21474977,50.11452654,50.01860426,46.44336013,50.2783189,50.02816714,53.74981778,53.18853592,50.11559643,0.042547651,0.079110423,0.012313465,0.240108198,0.290618439,0.335301824,theta_5,NCU03669
1914,40.41617547,53.36990026,21.33283403,50.24895244,40.87384488,48.38965182,45.29150619,47.20450423,58.7359686,49.98785207,0.344813462,0.100363936,0.057699526,0.1565394,0.16509313,0.175490545,theta_0,NCU02537
1915,48.94336932,56.52333426,50.7732106,49.53039324,59.59475122,50.06976891,43.22419969,39.76661929,59.72848556,48.70952576,0.20298405,0.127794912,0.057629302,0.201123727,0.204824319,0.20564369,theta_5,NCU05575
1916,50.81053973,53.32522476,46.9994421,50.08305653,56.8755523,50.26714083,48.00450071,49.42881889,57.80000293,49.9810104,0.132667599,0.187008363,0.15295724,0.169501031,0.176794803,0.181070964,theta_1,NCU02467
1917,21.09114162,5.801924255,58.72199285,47.97733948,58.43898591,49.70708945,50.93797928,50.29839785,58.03515488,49.33832386,0.900554577,0.021675315,0.015644004,0.019824436,0.018403537,0.023898131,theta_0,NCU05775
1918,40.70387349,42.66880674,29.89731907,49.709382,51.45609466,50.19189851,45.70665604,50.50403175,62.67655487,49.5149207,0.565674095,0.080113075,0.069489165,0.084807987,0.093613436,0.106302242,theta_0,NCU09633
1919,47.84828505,56.69530619,37.07203271,49.1432252,65.14634119,49.84090329,43.7436394,43.43680116,56.2880201,49.43926712,0.197804985,0.156981707,0.140953786,0.163989488,0.175906887,0.164363146,theta_0,NCU02688
1920,31.79621065,54.85165787,50.21313729,50.30121558,53.83312311,50.24199638,51.0315207,54.48459876,54.98460575,50.69029485,0.024040214,0.175957603,0.058318181,0.276393801,0.240732536,0.224557665,theta_3,NCU03065
1921,11.6874701,61.32535559,51.02701037,50.94298282,56.11552923,49.93170408,53.24637205,50.62369801,54.53370743,50.35480222,0.090144057,0.219573494,0.190755651,0.161698968,0.167172563,0.170655268,theta_1,NCU02684
1922,54.18912099,47.11844287,47.12640572,49.49385516,57.69623615,49.25682617,45.44344852,50.6546176,57.50240323,50.59983281,0.078667127,0.177106138,0.092627339,0.207154827,0.211401542,0.233043027,theta_5,NCU04090
1923,47.56583646,52.47784954,40.73312738,49.57885038,63.57742681,50.94371992,44.9671054,43.13282345,59.98200282,50.06940809,0.051916725,0.217359806,0.142618532,0.196554965,0.197473571,0.194076401,theta_1,NCU00336
1924,7.75163264,62.17238424,55.28598646,48.4024171,56.83875972,49.9347312,44.05315093,45.98279168,57.42578958,48.85688419,0.044505883,0.106852495,0.019528146,0.307511068,0.269214644,0.252387764,theta_3,NCU03105
1925,61.77318511,40.83458107,41.21568621,50.70000459,59.76133794,49.19561705,49.4048733,46.95370408,60.1204012,50.13133908,0.200481611,0.148376698,0.119894571,0.177291914,0.18373335,0.170221855,theta_0,NCU09576
1926,42.37783683,53.47426238,43.13439376,49.96931075,54.31149244,51.16555812,47.79725684,46.36099168,59.06486007,49.61851421,0.075346273,0.206723584,0.178947611,0.188933478,0.17436885,0.175680204,theta_1,NCU06701
1927,59.02704671,39.59818257,43.94890649,50.30181295,55.02003769,49.89570444,51.18505066,47.24283759,64.19030213,50.09223135,0.078987289,0.194228511,0.186530113,0.186411344,0.185162001,0.168680742,theta_1,NCU09084
1928,49.06300659,55.3994828,41.84072775,49.49289642,56.58129415,49.49870964,48.312694,51.24041005,59.0390159,50.3201119,0.035171599,0.188691675,0.353560597,0.149784378,0.13681964,0.135972111,theta_2,NCU07759
1929,58.50827784,39.47392262,40.54594467,49.60455805,56.04839588,48.97216105,47.29109027,49.52273962,60.36383248,49.92150046,0.066378923,0.1964614,0.180385798,0.197362647,0.183506,0.175905232,theta_3,NCU08732
1930,26.25728361,63.05745845,41.82176189,49.32842234,57.04895691,48.75300943,49.27166933,46.65975414,58.40751741,50.00430943,0.210758755,0.08514587,0.025049513,0.180744232,0.215633991,0.28266764,theta_5,NCU00484
1931,57.07059898,50.22188403,45.13049381,50.55619644,62.0209832,50.1014451,46.13689591,44.46394544,58.04905112,49.61920094,0.193922097,0.167447318,0.163248631,0.155275255,0.152906003,0.167200696,theta_0,NCU09851
1932,60.31977063,4.180780628,33.08609568,43.95575307,15.20218618,59.47427819,43.22829346,39.11040655,70.82671146,43.44204342,0.893176256,0.020580895,0.020063361,0.020003032,0.023479766,0.022696689,theta_0,NCU09170
