sim_index,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,dominant_theta,gene
585,47.69032762,53.5467637,62.81308376,49.45211761,49.82780694,49.93511803,49.25113828,50.04455677,55.76402081,50.86444236,0.043910394,0.174739487,0.438099529,0.122863532,0.111317682,0.109069376,theta_2,NCU03198
586,63.99366077,34.19267117,48.1223349,50.03468563,55.26686163,50.37334647,46.99053673,45.89599723,62.19923502,51.33419829,0.132364302,0.167759522,0.146745652,0.182984249,0.189427835,0.18071844,theta_4,NCU08060
587,52.04793982,50.64092118,47.17802871,49.50084858,58.15309514,49.42893063,49.77474187,49.90262709,57.63562344,50.35541729,0.134162584,0.179101991,0.131187824,0.183602765,0.190115969,0.181828867,theta_4,NCU00661
588,40.87812366,61.68868925,48.95646242,49.70191677,38.71048284,50.13396772,52.52190306,50.80120308,55.42968095,49.3127757,0.002352197,0.094172838,0.772608799,0.04828379,0.043752329,0.038830047,theta_2,NCU06512
589,55.64695984,46.67583649,40.51745792,48.59299208,56.70842863,50.10609381,47.96247883,44.73132259,61.83755795,49.64181526,0.102679982,0.160707204,0.090663237,0.209086009,0.211806169,0.225057399,theta_5,NCU09729
590,54.56077678,48.38266508,48.26492599,49.23424272,57.14605683,50.38621483,45.37875469,46.47739121,59.44416255,50.25970611,0.100445496,0.147947577,0.079301083,0.213351097,0.214118119,0.244836629,theta_5,NCU08048
591,55.52923398,48.45729228,47.69888712,49.95140789,57.55381234,50.23416081,46.43931174,44.81330481,61.97499795,49.46172175,0.177621101,0.124679968,0.049649913,0.204625208,0.205350059,0.238073752,theta_5,NCU02366
592,56.72712113,46.83270764,39.56626136,49.9749761,58.81716054,50.17460358,50.76570686,47.89514121,62.21235377,49.54863195,0.364420188,0.104796227,0.059701514,0.14633684,0.158631467,0.166113764,theta_0,NCU06779
593,58.43605783,43.8799446,50.26512659,49.74165409,53.73985785,50.45423379,51.02340411,50.1126612,58.76656749,49.65438931,0.106202513,0.175912208,0.282761203,0.151370045,0.146388451,0.137365579,theta_2,NCU06294
594,60.74991702,36.31026146,45.40042695,49.89106322,61.50153403,50.3794442,45.69781938,49.47167865,61.15284808,50.80924867,0.087008152,0.177052119,0.103387075,0.202590357,0.213222494,0.216739803,theta_5,NCU03758
595,64.19054403,31.04615656,45.16587495,50.03732387,57.22303132,49.61527162,50.80955557,47.85653549,55.70132105,49.77109461,0.078956374,0.195488577,0.166428872,0.186874893,0.187677985,0.184573299,theta_1,NCU03809
596,45.10582838,9.374455079,36.42015817,50.74128377,63.1540082,51.95929283,42.54090545,42.71075993,59.70867228,51.57807542,0.726608625,0.038999095,0.020162431,0.069398582,0.070911216,0.073920052,theta_0,NCU04013
597,53.18460547,48.31921507,52.30221984,49.90388843,46.99615124,50.63871783,50.89664318,52.34767989,54.12194946,50.81633808,0.062785339,0.193081972,0.141030713,0.200505122,0.208027964,0.19456889,theta_4,NCU07605
598,61.99407856,31.98808157,56.92255633,50.38550227,55.52083926,50.02361292,50.52095701,49.50250772,58.38640376,50.60147144,0.074826427,0.194855495,0.18661467,0.198408066,0.180202602,0.165092739,theta_3,NCU02262
599,39.46586137,63.29182911,56.01510418,50.2089633,49.70827984,50.44770712,51.90395478,51.77171193,54.78229626,49.86008601,0.002355067,0.05531745,0.853203669,0.031252078,0.030792292,0.027079445,theta_2,NCU04185
600,35.0394163,61.47018073,42.93754279,49.31017089,63.78528665,50.77607628,45.35840252,49.99439955,60.30193428,50.3498639,0.205446158,0.086313296,0.024233876,0.180975712,0.227846109,0.27518485,theta_5,NCU06397
601,44.29761903,51.96950322,0.012199118,49.28081451,0.037355008,51.44188065,40.94025835,40.81302528,66.87298283,50.73205458,0.169100047,0.16730337,0.150219096,0.173799895,0.168710477,0.170867115,theta_3,NCU03597
602,50.94997024,55.23353373,48.68374661,49.67456639,53.82391608,50.80862502,49.54407754,48.81014365,54.54605664,49.9578324,0.326588079,0.081285508,0.027924268,0.164791154,0.188313545,0.211097445,theta_0,NCU05395
603,59.0519576,37.50882513,49.79264328,50.41369012,50.04405094,49.95325624,46.76200267,49.74548181,54.29342653,49.91168957,0.055423865,0.169924043,0.0979633,0.24077424,0.226637968,0.209276583,theta_3,NCU06145
604,64.63964093,31.75484226,50.21458526,50.5373362,56.29535689,49.60480442,46.44310484,48.52255829,60.90527707,50.57762988,0.107149865,0.175494177,0.212825832,0.176273276,0.169539026,0.158717823,theta_2,NCU08659
605,63.3931871,33.03109025,52.20580691,50.42638717,59.57925652,50.50646771,47.0202922,47.56084422,61.87395873,50.4869559,0.132340975,0.161931301,0.106930813,0.202734215,0.192627063,0.203435632,theta_5,NCU06921
606,34.9918138,41.62470864,52.94694634,50.90209973,50.44273838,49.5526229,44.00055065,49.96250678,49.81337202,49.21319571,0.368565988,0.098409562,0.26079582,0.080742588,0.090276706,0.101209334,theta_0,NCU03324
607,54.84369396,40.09901989,45.80126992,49.15604911,55.05034434,50.48801158,44.47075195,46.14721105,61.86271113,50.1841651,0.059656536,0.143787221,0.077850314,0.247392406,0.229098979,0.242214543,theta_3,NCU07773
608,0.010489537,29.28917638,54.57159191,50.40603932,0.270844409,49.8184087,39.91516925,63.26031486,39.82257832,49.16974861,0.01150921,0.108263569,0.607474459,0.089149763,0.095381278,0.088221721,theta_2,NCU06872
609,60.08875637,40.48356618,42.50708883,50.35274247,59.40951487,49.53558626,46.07474739,45.0346064,61.31555971,49.15283103,0.178901638,0.128769477,0.059823768,0.200154018,0.21204228,0.220308819,theta_5,NCU09138
610,58.34400521,39.83498648,46.40789106,50.59038972,56.99473772,49.19402726,50.19350882,47.58907346,55.84294847,49.05347798,0.082650962,0.192955215,0.177413959,0.189374302,0.181636202,0.17596936,theta_1,NCU06870
611,61.28765965,45.50599179,56.36340482,50.70693882,54.88907795,49.01620721,51.08015106,51.78583353,56.68721614,51.18930852,0.244468239,0.147207439,0.107705938,0.160615459,0.164043406,0.17595952,theta_0,NCU04865
612,61.30148194,35.43961094,51.53526621,50.16977927,58.79633799,51.83886013,51.03447528,50.09142487,58.55439947,51.23186841,0.11569178,0.174469099,0.148441256,0.192928979,0.180525016,0.18794387,theta_3,NCU04790
613,66.10519145,28.99240272,52.66743387,50.43157207,61.47506726,48.71996421,51.09339289,48.52106131,59.94698854,49.36142451,0.128205337,0.180963488,0.161489126,0.180045869,0.172677014,0.176619165,theta_1,NCU09066
614,38.72715808,59.38329502,50.7679313,49.74441601,49.0365101,49.60642706,49.90400482,50.06799324,53.92891129,49.29320649,0.186527107,0.127986384,0.054404562,0.216220803,0.206040594,0.208820551,theta_3,NCU09167
615,65.15126595,26.50802949,48.37580323,50.32229345,62.77409029,48.95509532,49.1390808,45.46734857,61.01663982,50.55270433,0.133367385,0.170852028,0.183025398,0.180685636,0.163990545,0.168079008,theta_2,NCU03374
616,64.94538739,21.16260405,45.20800464,50.38595051,59.92581271,50.30195695,44.04007826,46.76399173,61.25189273,50.82938081,0.112851783,0.177012244,0.197119957,0.179649085,0.17045726,0.162909672,theta_2,NCU04496
617,65.08608292,32.22587892,39.71725701,51.0188759,49.40512362,49.19524833,47.45167263,50.30386794,55.74677962,50.38283399,0.134592149,0.178605453,0.165434229,0.182112693,0.162441329,0.176814146,theta_3,NCU09784
618,37.46577913,52.60990038,56.60691148,49.37053469,47.05625349,49.72184012,48.0271576,49.0233213,57.7212252,49.87754566,0.017909568,0.156284146,0.054649901,0.369298847,0.230183182,0.171674357,theta_3,NCU09094
619,59.34902792,38.98105505,46.03927733,50.48895317,53.654919,49.3045887,49.8830393,49.20813458,57.77200753,49.83411123,0.051290263,0.191949954,0.135752099,0.214776473,0.210429571,0.195801639,theta_3,NCU08880
620,27.98116227,59.82100593,40.87514404,50.3389479,49.67043103,50.71985551,48.70946423,44.17261133,58.91433422,50.60077112,0.239805526,0.073851916,0.017402862,0.17659593,0.23177795,0.260565816,theta_5,NCU06035
621,49.67547361,35.601271,46.53074951,50.46940502,57.2872966,50.18164959,46.14823063,47.45942035,61.10705574,50.23443132,0.559615742,0.076774718,0.037056637,0.103993708,0.10452193,0.118037265,theta_0,NCU02790
622,0.003377127,27.14080179,62.18351645,49.24489782,0.219613212,50.89043293,42.74490815,66.64776255,28.4653217,50.16439714,0.016598943,0.2186475,0.202601959,0.199095341,0.195728164,0.167328093,theta_1,NCU04396
623,61.81343659,36.1314643,50.30329239,49.28577087,60.72734718,50.22964627,45.15571803,46.88439476,59.85265874,49.87063997,0.084473615,0.183741951,0.160572508,0.19770479,0.184900123,0.188607013,theta_3,NCU05552
624,60.44509965,41.64465787,39.14723426,49.17066332,57.71420805,50.61979852,43.06794933,44.04683362,62.46678254,51.34719622,0.148159273,0.160196805,0.114989018,0.190552874,0.189045432,0.197056597,theta_5,NCU04409
625,56.78440915,38.29620968,48.46607854,49.72075552,52.81990117,50.48490521,48.28725417,48.80685044,60.46328179,49.98860429,0.075353299,0.184890664,0.130449099,0.208321914,0.20185522,0.199129805,theta_3,NCU01049
626,53.27648228,54.52707872,48.86703812,51.09756945,62.63491647,49.09902611,48.51615131,47.62913181,59.68817633,50.36398022,0.307262506,0.109047524,0.050437558,0.162681076,0.179031145,0.19154019,theta_0,NCU06997
627,63.96588823,23.14085446,55.36993281,50.34691464,53.98143012,48.76708872,52.16377497,53.04171338,46.83578996,49.16065697,0.095687792,0.168047643,0.135879475,0.20342215,0.200066433,0.196896507,theta_3,NCU07853
628,58.84455937,40.02507232,44.76901558,49.82392114,56.12622424,49.43213388,47.91601463,49.22199584,57.66351631,49.6325479,0.0785638,0.176847804,0.106756051,0.198109465,0.222454429,0.217268451,theta_4,NCU09352
629,68.44884481,4.28747059,36.57208991,49.9746492,54.68004948,50.61320091,43.22308256,41.97860571,63.48506919,49.80055876,0.826729477,0.032984588,0.022135148,0.03524065,0.042418227,0.04049191,theta_0,NCU02018
630,97.85006126,98.86705205,3.029963428,53.59817174,11.20360129,57.37515546,84.55670785,92.3290187,84.37949788,81.19222736,0.146088735,0.205917502,0.094511987,0.171274591,0.155851108,0.226356076,theta_5,NCU00487
631,49.06051783,2.731937314,44.33474554,49.9570627,49.46638085,49.73911296,51.30607098,53.42372116,53.82050282,49.7708507,0.870817467,0.02524514,0.024335808,0.026446551,0.027082877,0.026072157,theta_0,NCU09404
632,63.03706431,35.41330112,51.61601355,49.2295368,63.87098038,50.6468866,46.94929741,52.44810542,62.06623066,49.96519797,0.154259207,0.156394711,0.104692341,0.187103579,0.198029033,0.199521129,theta_5,NCU08855
633,62.91888207,32.47449728,36.07579323,49.90265858,54.33732619,50.20507611,48.09226807,49.10194082,57.99341,50.22833623,0.117218466,0.177460559,0.13055548,0.18529316,0.188828171,0.200644164,theta_5,NCU06309
634,42.42534672,54.54194312,41.02200564,50.8808706,56.2003562,49.98195999,41.17777471,40.29858221,64.44274241,50.27546887,0.472559837,0.092119961,0.040622011,0.119904224,0.132099104,0.142694863,theta_0,NCU03538
635,65.80619913,28.02012154,46.88361212,50.26152504,50.66328384,49.00257836,52.75078772,50.76489637,54.98276645,49.6111186,0.152412584,0.161987398,0.127653494,0.190365128,0.182809847,0.184771549,theta_3,NCU03111
636,79.05410368,0.849225824,26.55834799,52.00633745,52.0322899,50.61100601,14.18297397,14.85799586,25.46739253,50.67441995,0.427778904,0.125605743,0.097039311,0.131802045,0.121358582,0.096415415,theta_0,NCU09285
637,66.57322392,30.75153825,43.91776897,50.52946364,46.99508824,50.75600692,51.31598218,52.68211298,53.94493466,49.42473326,0.126128166,0.170240493,0.228142964,0.170199752,0.153395057,0.151893568,theta_2,NCU05822
638,65.47744998,12.02647391,44.61117974,49.31572453,59.49569664,50.1079034,44.0573852,42.70808908,64.31986363,49.23952388,0.604140705,0.071249659,0.054353501,0.088537155,0.091662231,0.090056749,theta_0,NCU10008
639,50.49193728,52.24727477,55.8123822,50.09408046,51.68448177,50.21900878,53.20343208,52.63458855,52.43681372,48.99499356,0.021173888,0.219031733,0.287339239,0.175998709,0.1614091,0.135047331,theta_2,NCU08258
640,0.003553378,24.24187099,53.13798083,49.85637577,0.731451354,49.57851914,40.97198598,56.15578046,32.78971389,51.48425036,0.000565254,0.002985963,0.990203818,0.002117516,0.002242664,0.001884784,theta_2,NCU00701
641,65.54301584,27.08668454,50.78779684,50.2087763,51.04434193,50.57227477,49.25504175,49.26360636,53.74814813,50.01225571,0.104761177,0.18210821,0.155642805,0.203449103,0.18138324,0.172655464,theta_3,NCU04713
642,66.08482993,30.61162676,43.59372795,50.63862335,49.64760583,49.6686145,48.01733436,51.36255146,60.98440836,50.69945879,0.114113325,0.1727637,0.221722513,0.16452187,0.165059056,0.161819537,theta_2,NCU09697
643,35.96771372,53.84890566,45.9728433,50.26009149,46.74312761,50.8516758,55.3545486,52.21300395,47.42741663,50.37784372,0.052978762,0.173664616,0.077025725,0.218406736,0.226281795,0.251642366,theta_5,NCU06506
644,60.39489375,37.35031612,49.85903308,50.80524984,52.55110621,50.54390364,53.55358479,52.3389128,54.37978348,49.72433931,0.126483231,0.178390016,0.124275531,0.19236094,0.195278047,0.183212235,theta_4,NCU04270
645,59.06645429,35.66439055,47.22611578,50.26660991,60.34923384,50.39994154,48.50567006,46.34148474,59.31933646,49.0771894,0.063368951,0.196114275,0.238624831,0.175865852,0.161612978,0.164413113,theta_2,NCU07000
646,34.59097164,60.48456196,54.66878439,49.76392966,48.53798794,50.18939679,53.80845042,52.01563439,49.4001433,50.61334083,0.577085039,0.077793619,0.161386243,0.05737689,0.059347542,0.067010667,theta_0,NCU00815
647,43.86890398,1.895860856,38.91420185,49.55373406,62.9224439,49.4542139,43.40213449,44.79898645,62.65122856,51.4983831,0.719152011,0.053310495,0.044648103,0.059843418,0.062407042,0.060638931,theta_0,NCU02683
648,62.22652896,41.09296474,45.22727143,50.69568473,60.10338302,49.8112039,47.76836613,45.64980888,59.82921423,51.18804528,0.235392521,0.151096102,0.206690931,0.13954576,0.133472666,0.133802021,theta_0,NCU08405
649,63.07348424,40.62211115,46.84883968,49.19606277,64.77626485,49.00840385,42.8488422,44.70019728,64.82047773,48.95234969,0.335438169,0.113802559,0.072329466,0.155102507,0.159903819,0.16342348,theta_0,NCU02946
650,59.78887248,38.18798596,54.52945099,50.00087721,54.05675889,50.0519174,48.86914355,50.80250693,61.29676923,49.50433011,0.063483405,0.201005208,0.192199083,0.18732116,0.18770473,0.168286414,theta_1,NCU07256
651,99.79416275,67.78390836,43.0745397,48.92695447,46.53855121,49.99329889,47.67376474,76.88039751,66.14943439,50.88385157,0.177665245,0.174530713,0.158130588,0.154607252,0.157129165,0.177937037,theta_5,NCU05817
652,64.38100783,48.46452997,44.20034939,50.95722766,50.60587714,50.87844278,48.13890787,49.30922497,62.56146504,50.03520653,0.253720655,0.156149911,0.189865329,0.13576382,0.132770788,0.131729498,theta_0,NCU05691
653,43.25299901,57.11630146,50.09978531,50.0372941,60.17443339,50.08926279,45.01887364,46.51743958,62.86803063,49.67826357,0.133562657,0.141226949,0.057002993,0.198128308,0.221022377,0.249056716,theta_5,NCU07721
654,60.58375122,39.46849308,46.97762027,49.67825453,58.07267554,49.38218828,46.40256624,45.9600641,59.01427298,51.18966562,0.097053338,0.158319956,0.324211556,0.147974667,0.142780302,0.129660181,theta_2,NCU02276
655,44.58187777,50.82193415,49.77723298,50.13619904,56.85806874,50.26407284,51.23938199,48.45819967,57.80184182,50.62984688,0.042230183,0.151252387,0.063128798,0.253469231,0.247323952,0.24259545,theta_3,NCU06418
656,31.61807991,36.40919217,50.63998761,50.26740604,57.07500201,48.63758571,49.89903103,49.9893778,53.87068256,51.22477968,0.466491774,0.05440943,0.018968414,0.123421087,0.152004196,0.184705099,theta_0,NCU00212
657,50.99133358,53.70191623,44.76985647,50.12706628,47.32079704,49.80299021,50.28779475,50.33135935,50.74976036,50.06954441,0.040683737,0.125542646,0.5668472,0.087995851,0.091640667,0.087289898,theta_2,NCU09356
658,54.12920327,49.41460924,36.61122261,50.54107277,60.24032364,49.8246401,48.10381682,45.64889054,59.93811793,50.10660907,0.171113526,0.164209861,0.104919826,0.179879114,0.189399096,0.190478578,theta_5,NCU07297
659,49.82561805,3.953503048,35.57938715,49.31890782,59.54103519,50.29354955,43.38662413,45.05298302,62.81855489,50.56650924,0.892693189,0.020059503,0.011995422,0.023346813,0.024705503,0.02719957,theta_0,NCU06083
660,49.1541231,51.28343891,49.34974107,49.96660855,58.47261169,49.87783015,48.63141282,46.30173879,61.61329312,48.88527643,0.022480014,0.200166182,0.313880634,0.167772927,0.155409358,0.140290884,theta_2,NCU04701
661,56.63377584,51.12944687,45.63417435,50.34883352,53.8294951,50.7934028,52.14151503,51.96645125,53.72835355,49.87149373,0.194229243,0.170030553,0.199704499,0.146499934,0.144246772,0.145288998,theta_2,NCU08448
662,57.51038051,45.99510052,34.48802283,49.85192948,54.3838504,49.42490984,44.46528947,41.79633105,55.89772032,50.20269766,0.199259817,0.117221136,0.048375341,0.188047327,0.214052149,0.233044231,theta_5,NCU02031
663,61.69244353,30.93354377,51.63432932,49.63409414,62.80545689,50.05181639,47.49203881,50.65943252,61.35188561,51.419412,0.07461135,0.19192182,0.187029534,0.18613109,0.18582152,0.174484686,theta_1,NCU04828
664,57.73047241,43.90525714,39.58586388,50.34907258,59.82889257,49.3571743,46.44699288,47.03152719,58.09769989,49.95668867,0.331653659,0.108424605,0.051691735,0.166450795,0.165136543,0.176642663,theta_0,NCU01114
665,40.29105776,58.39137603,38.7789497,49.63122035,56.08647593,52.19694502,46.94243933,45.4061532,62.33087068,49.8414013,0.242771199,0.088299835,0.027331501,0.179380314,0.218431463,0.243785688,theta_5,NCU01587
666,62.16197263,33.64527745,45.07408082,49.68043813,53.53223876,49.59136002,42.68810312,42.08063311,61.7658481,50.46602809,0.20801325,0.138250547,0.089723475,0.186147582,0.196076331,0.181788815,theta_0,NCU09199
667,63.60660259,30.19214212,46.11036749,51.04399063,61.02647006,48.13356647,49.82791587,49.95139758,59.96426613,50.20594122,0.108407992,0.17521752,0.155951555,0.18522861,0.18927533,0.185918994,theta_4,NCU02302
668,53.32851895,51.85248894,42.07088077,49.54479932,53.99871147,50.47643937,47.57741849,50.72829582,60.29223955,49.92048592,0.181619251,0.114928897,0.044762186,0.18816231,0.229810281,0.240717076,theta_5,NCU03263
669,80.84396826,80.47477579,0.004984703,60.8210347,0.056508742,34.84646981,24.2624737,53.51683026,24.71369345,21.00485431,0.1874023,0.167425402,0.142522863,0.155850536,0.174193262,0.172605637,theta_0,NCU03949
670,88.91876037,26.12126394,49.06108498,90.60080458,48.26774084,32.54779461,65.90923005,53.60080446,71.65898222,89.01513982,0.447846565,0.116141253,0.11876747,0.094959287,0.112550388,0.109735037,theta_0,NCU01019
671,57.62630591,97.94010769,35.36979093,23.13972817,9.606256064,58.26160257,88.96599707,51.8477271,97.34658936,15.96605665,0.154607295,0.183206803,0.176425227,0.154036045,0.155754743,0.175969887,theta_1,NCU04635
672,56.17295684,43.07471544,49.27254975,50.63028908,57.96425908,50.09038207,49.0635358,48.49846387,60.97742152,49.31619706,0.046023978,0.189798982,0.319963631,0.162654847,0.141792729,0.139765832,theta_2,NCU08433
673,58.85227704,44.6500888,40.97694884,49.56490239,60.7343029,49.20675143,46.97590889,49.37060594,62.66773514,49.54480622,0.071890094,0.18582772,0.27294075,0.162196536,0.154906174,0.152238726,theta_2,NCU05892
674,63.95770229,28.56583531,44.90232417,50.57334157,64.11580253,50.05494523,45.09560073,48.1660258,59.2997496,49.02475659,0.098223702,0.180905714,0.142942406,0.201246788,0.194339654,0.182341736,theta_3,NCU05649
675,62.33847241,37.77093245,38.25069989,49.24686693,53.41305258,49.41988775,50.44573697,46.60581749,62.49224852,50.23516707,0.173230293,0.154769087,0.101678364,0.189069547,0.186193818,0.195058891,theta_5,NCU06233
676,58.6110896,37.06605819,48.1152383,50.09240793,62.05344649,49.91937379,46.33538243,46.53063487,62.76095854,49.39395116,0.054452564,0.173542679,0.104568532,0.250680827,0.219247556,0.197507842,theta_3,NCU00079
677,49.94517764,12.2867182,21.17091179,51.04784986,59.69860157,48.87431977,41.01772283,43.31798118,60.07648485,50.70537544,0.752213688,0.039465407,0.025619483,0.055998122,0.063319112,0.063384188,theta_0,NCU03306
678,41.74535398,33.44648582,43.79273741,50.18361699,60.68921784,50.26603101,43.13801231,44.73644152,61.59163835,49.62427711,0.522275137,0.056913357,0.024536504,0.107326264,0.138564724,0.150384014,theta_0,NCU00867
679,59.44570375,36.14888498,31.58806861,49.44397763,47.82428594,50.87417638,46.29058494,46.03070013,59.26327236,50.29935616,0.114589608,0.159516457,0.094344149,0.207829167,0.223258363,0.200462256,theta_4,NCU03778
680,60.39809752,40.87744249,42.96748181,49.1971345,59.21999607,50.75969809,46.97478425,47.98363774,57.2341679,50.48222153,0.095321772,0.177109604,0.240867697,0.168343066,0.165946538,0.152411323,theta_2,NCU01265
681,62.4488035,36.27926575,46.136132,50.68995588,57.96043039,50.18515764,48.4605282,49.9938737,60.37562186,49.37818071,0.117322138,0.174765445,0.107957299,0.196886439,0.198782652,0.204286027,theta_5,NCU06308
682,64.35732088,25.5157024,51.19894518,49.37528905,57.95465378,50.38151606,48.23025383,49.57026649,58.42588767,50.25310328,0.076688037,0.192158902,0.200604157,0.180284797,0.181132577,0.169131529,theta_2,NCU05661
683,65.23727982,42.61753977,47.72101233,49.36017229,45.7204955,50.61302635,44.50404338,49.57952604,56.90055976,49.25268699,0.271672805,0.152514873,0.121834891,0.149203295,0.153147982,0.151626153,theta_0,NCU08315
684,99.75613971,96.76628574,2.995999146,54.42436569,2.101043348,47.77683088,16.47646797,83.6771807,64.73665284,53.41872062,0.184887384,0.171567954,0.168638747,0.162714274,0.153940004,0.158251637,theta_0,NCU03322
685,64.73971305,26.20273532,48.50308086,50.07574227,56.44071486,49.20709829,44.47520902,51.09130064,58.8134624,49.70816397,0.093298374,0.180972084,0.197197709,0.184322787,0.175946593,0.168262453,theta_2,NCU00762
686,44.05316938,58.15464951,35.54229425,49.50240242,53.59885994,49.96110403,46.89584829,40.32960747,59.50655385,49.86535874,0.41307403,0.099287052,0.046376295,0.134639073,0.152244406,0.154379142,theta_0,NCU06768
687,36.34417097,54.01101289,31.76565345,50.83185528,46.7046848,49.92595682,47.86151115,49.72429825,57.97726607,49.73999279,0.266843531,0.080157404,0.024354347,0.17056097,0.211951591,0.246132157,theta_0,NCU02905
688,63.34031719,30.08418666,53.88187803,51.31248116,64.12300485,50.17698081,47.85738014,50.34331794,63.78731013,50.53379313,0.116544137,0.180093302,0.205195897,0.169789248,0.162048634,0.166328782,theta_2,NCU05702
689,65.2537003,37.36091448,55.64371378,50.3132723,47.51464994,50.69469096,56.98715667,58.26776733,59.38462211,50.49361239,0.133224645,0.182282731,0.239287634,0.163418526,0.150091947,0.131694517,theta_2,NCU07750
690,56.00560117,35.09585962,48.22448423,49.14085368,58.37950069,50.00900103,47.1301191,45.25504256,60.99448193,49.99877338,0.481272591,0.091465216,0.05949881,0.112251811,0.122354279,0.133157292,theta_0,NCU06291
691,39.31097129,59.61382065,41.09544321,49.75691339,50.87369351,49.2703739,46.39462198,49.54442087,60.4836344,51.15464911,0.120301601,0.126541829,0.054212332,0.199994884,0.233741,0.265208355,theta_5,NCU09251
692,82.26187814,1.142422743,10.04589708,39.2457476,11.33875199,36.51374243,28.75380265,12.64870652,67.16590664,44.90497409,0.423282318,0.141343467,0.127897478,0.106240898,0.101278389,0.099957451,theta_0,NCU02948
693,58.47670006,11.82235862,43.31772858,50.167885,50.82670298,50.13036274,49.38924554,48.4686251,56.03613864,50.00034041,0.740966356,0.052489892,0.045992292,0.052964732,0.05481746,0.052769268,theta_0,NCU05707
694,59.34733916,43.54766651,46.30044647,50.26822604,61.84499332,51.12166051,48.41387654,46.68923728,59.85142825,49.488022,0.097570513,0.17891811,0.11612128,0.197672701,0.203015352,0.206702044,theta_5,NCU03834
695,62.6477345,35.35508767,40.14243428,49.96783301,57.58011246,49.67904045,46.83366789,45.87199304,57.20790303,50.26507267,0.092066319,0.174422886,0.138834911,0.196363072,0.199398162,0.198914649,theta_4,NCU07801
696,58.45282155,18.04110271,45.73693752,49.88881055,41.75844056,49.36687937,54.86845147,58.58247892,51.56357148,49.60335073,0.676259171,0.051357759,0.041827475,0.07455223,0.074967913,0.081035452,theta_0,NCU04865
697,0.014541756,39.07813058,48.65840078,49.78694151,0.161947333,50.50930608,40.78181794,62.3758913,46.81067098,49.55633459,0.004578317,0.034305904,0.879068484,0.027570702,0.027486672,0.026989922,theta_2,NCU05056
698,27.08752442,51.47884591,49.96009367,49.38873653,56.07092775,49.84595278,46.6531433,47.1670628,60.96498095,49.53251446,0.33587124,0.074873572,0.019180435,0.159932464,0.190590035,0.219552255,theta_0,NCU09602
699,71.63597935,80.79926126,48.57023947,51.65848675,28.20649989,50.41422262,54.44310857,53.9785459,52.283354,49.42844363,0.260212088,0.129437821,0.282556377,0.102353312,0.115196007,0.110244394,theta_2,NCU02883
700,63.02904219,33.68376296,43.29157375,50.12105366,51.79815084,50.45767633,49.00292632,48.23162081,58.01591327,49.26526076,0.099135647,0.182292636,0.223255209,0.16888623,0.166229313,0.160200965,theta_2,NCU02023
701,35.30889241,58.02036764,51.24729631,49.85970415,46.93901248,49.95709821,49.75977917,51.13758611,57.98927973,50.52194718,0.079150484,0.120821141,0.043011969,0.214378118,0.249010991,0.293627297,theta_5,NCU07410
702,29.63036416,59.80735001,0.160675248,50.57936092,0.21827184,49.4045311,45.59771568,44.66292141,59.85004587,50.7220326,0.486134759,0.103000122,0.058626297,0.115907712,0.11831293,0.11801818,theta_0,NCU09148
703,55.53390945,41.01204737,51.47317625,50.21194042,57.17889141,50.4245151,50.76550931,47.89010239,60.2680232,49.80664499,0.060821039,0.184377045,0.114868141,0.218605834,0.211054739,0.210273202,theta_3,NCU09241
704,41.93189957,7.220058429,0.099376801,27.48341389,0.028478189,84.69762063,25.61605382,42.02618856,52.83723408,39.90171235,1.0,0.0,0.0,0.0,0.0,0.0,theta_0,NCU01640
705,61.72563401,43.03414071,45.72784071,49.95741,62.4018217,49.98401996,47.17194527,49.0020626,62.3560574,48.63817324,0.243314377,0.142731706,0.10201316,0.163432141,0.180454722,0.168053894,theta_0,NCU07007
706,59.17495158,42.08913182,44.96135031,50.0128778,59.94252214,49.97969199,49.77384066,45.68635752,58.70328476,48.56568568,0.186508579,0.13020725,0.073850693,0.19191513,0.208340385,0.209177963,theta_5,NCU08602
707,63.36979052,26.45496753,42.77133435,49.9521212,63.11197679,49.59838628,48.75743305,51.37512097,58.15645132,51.0612125,0.086343832,0.180344988,0.194183299,0.194032163,0.17604042,0.169055298,theta_2,NCU02978
708,47.74452925,48.05166687,50.34964526,49.86524299,53.96622037,50.91461944,46.46448612,49.59886519,58.01942681,49.99081715,0.031641817,0.135891943,0.061524251,0.272185074,0.257787283,0.240969632,theta_3,NCU04614
709,62.07467341,43.91228994,48.73371374,50.4472903,63.74801754,51.07115829,46.83582832,45.45381153,59.09455527,49.93147544,0.12020225,0.184085482,0.141648167,0.182311815,0.190686466,0.181065821,theta_4,NCU08416
710,58.32989679,43.59384088,43.01538249,49.1772077,66.22350699,50.76845455,39.82096997,44.92301978,66.01639234,48.90667642,0.123863924,0.13998872,0.07919546,0.207270744,0.219405173,0.230275978,theta_5,NCU03410
711,24.8004154,66.14656118,35.29332135,50.97329607,57.83666823,49.42440032,46.20518309,48.07650804,57.07104382,49.61109378,0.27115533,0.092452687,0.029697523,0.184823913,0.204679078,0.217191469,theta_0,NCU08410
